0,5,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.76,-0.01,0.00,-0.65,100.56
0,10,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.76,-0.01,0.00,-0.65,100.57
0,15,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,0.00,-0.66,-0.76,-0.01,0.00,-0.65,100.58
0,20,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,0.00,-0.66,-0.76,-0.01,0.00,-0.65,100.56
0,25,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.76,-0.01,0.00,-0.65,100.56
0,30,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.76,-0.01,0.00,-0.65,100.57
0,35,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.76,-0.01,0.00,-0.65,100.58
0,40,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.76,-0.01,0.00,-0.65,100.57
0,45,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.76,-0.02,0.00,-0.65,100.56
0,50,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.76,-0.02,0.00,-0.65,100.57
0,55,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.76,-0.03,0.01,-0.65,100.57
0,60,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.76,-0.04,0.01,-0.64,100.58
0,65,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.77,-0.05,0.01,-0.64,100.58
0,70,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.77,-0.06,0.02,-0.64,100.57
0,75,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.77,-0.07,0.02,-0.63,100.56
0,80,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.77,-0.08,0.03,-0.63,100.56
0,85,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.77,-0.09,0.03,-0.63,100.57
0,91,-0.84,-0.04,-0.02,-0.54,-0.75,-0.01,-0.00,-0.66,-0.78,-0.10,0.03,-0.62,100.56
