q_ti=-0.3981071748262244,-0.04038768440266045,-0.07500569960494136,-0.40964651322698686
q_si=0.2964834944034341,0.05767439355828965,0.03463998400540614,-0.49042188203230797
q_fi=0.0,-0.21347776041406372,-0.536579235635348,0.0
initial_knee_angle=20.0
initial_ankle_angle=-20.0
Trial Name=ddf4
Shank Upper Circumference (mm)=121
Shank Lower Circumference (mm)=123
Elongated Band Length(mm)=19
Initial Knee Angle (deg)=20.0
Initial Ankle Angle (deg)=-20.0
Recorder Name=Taeyeon Kim

0,9,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.49,-0.00,101.09
0,14,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.49,-0.00,101.09
0,19,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.49,-0.00,101.11
0,24,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.49,-0.00,101.06
0,29,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.49,-0.00,101.11
0,34,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.49,-0.00,101.11
0,39,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.49,-0.00,101.09
0,44,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.49,-0.00,101.13
0,49,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.49,-0.00,101.11
0,54,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.50,-0.00,101.11
0,59,-0.67,-0.07,-0.10,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.50,-0.00,101.11
0,64,-0.67,-0.09,-0.11,-0.73,0.48,0.11,0.02,-0.87,-0.01,0.87,-0.50,-0.00,101.14
0,68,-0.67,-0.09,-0.11,-0.73,0.48,0.11,0.02,-0.87,-0.01,0.87,-0.50,-0.00,101.14
0,74,-0.67,-0.09,-0.11,-0.73,0.48,0.11,0.02,-0.87,-0.01,0.87,-0.50,-0.00,101.11
0,79,-0.67,-0.09,-0.11,-0.73,0.49,0.11,0.02,-0.87,-0.01,0.87,-0.50,-0.00,101.10
0,84,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.87,-0.50,-0.00,101.12
0,89,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.87,-0.50,-0.00,101.16
0,94,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.87,-0.50,-0.00,101.14
0,99,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.87,-0.50,-0.00,101.14
0,104,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.87,-0.50,-0.00,101.10
0,109,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.87,-0.50,-0.00,101.12
0,114,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.87,-0.50,-0.00,101.12
0,119,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.87,-0.50,-0.00,101.12
0,124,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.12
0,129,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.12
0,134,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.12
0,139,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.12
0,144,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.10
0,149,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.10
0,154,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.12
0,159,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.11
0,164,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.10
0,169,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.11
0,174,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.10
0,179,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.13
0,184,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.11
0,189,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.13
0,194,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.13
0,199,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.15
0,204,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.13
0,209,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.09
0,214,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.11
0,219,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.13
0,224,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.11
0,229,-0.67,-0.09,-0.11,-0.73,0.48,0.12,0.03,-0.87,-0.01,0.86,-0.50,-0.00,101.13
